texto,origen,texto_limpio,tokens,longitud
"¡Wow! Por fin algo que realmente se siente en los hogares. Una tasa así nunca se había visto en Ecuador, y significa que más familias podrán cumplir el sueño de tener su propia casa.",facebook,wow por fin algo que realmente se siente en los hogares una tasa asi nunca se habia visto en ecuador y significa que mas familias podran cumplir el sueno de tener su propia casa,"['wow', 'fin', 'realment', 'hogar', 'tas', 'asi', 'nunc', 'habi', 'vist', 'ecuador', 'signif', 'mas', 'famili', 'podr', 'cumpl', 'suen', 'ten', 'propi', 'cas']",34
"Eso es muy bueno,",facebook,eso es muy bueno,['buen'],4
"Señor Daniel Noboa Azin hasta cuando tiene abandonado a la cuidad de Cuenca , con ese gobernador que no sirve para nada , la delincuencia se incrementa y el gobernador cruzado de brazos , cambien por gente que trabaje para el pueblo, solo le hace quedar mal a su gestión...",facebook,senor daniel noboa azin hasta cuando tiene abandonado a la cuidad de cuenca con ese gobernador que no sirve para nada la delincuencia se incrementa y el gobernador cruzado de brazos cambien por gente que trabaje para el pueblo solo le hace quedar mal a su gestion,"['senor', 'daniel', 'nobo', 'azin', 'abandon', 'cuid', 'cuenc', 'gobern', 'sirv', 'delincuent', 'increment', 'gobern', 'cruz', 'braz', 'cambi', 'gent', 'trabaj', 'puebl', 'sol', 'hac', 'qued', 'mal', 'gestion']",50
Presidente qué se debe tener para aplicar porque eso sino hay control les dan a los que les conviene,facebook,presidente que se debe tener para aplicar porque eso sino hay control les dan a los que les conviene,"['president', 'deb', 'ten', 'aplic', 'sin', 'control', 'dan', 'convien']",19
Esa es presidente tienes que enseñarles a pescar no ah darles el pescado,facebook,esa es presidente tienes que ensenarles a pescar no ah darles el pescado,"['president', 'ensen', 'pesc', 'darl', 'pesc']",13
Excelente Sr Presidente los buenos estamos con usted,facebook,excelente sr presidente los buenos estamos con usted,"['excelent', 'president', 'buen', 'usted']",8
Excelente trabajo señor presidente. Éxitos y bendiciones.,facebook,excelente trabajo senor presidente exitos y bendiciones,"['excelent', 'trabaj', 'senor', 'president', 'exit', 'bendicion']",7
"Pero señor presidente Daniel Noboa Azin ahora con la brillante idea de que revisen el buró de crédito muchos no pueden acceder al crédito , no entiendo que tiene que ver uno con con lo otro",facebook,pero senor presidente daniel noboa azin ahora con la brillante idea de que revisen el buro de credito muchos no pueden acceder al credito no entiendo que tiene que ver uno con con lo otro,"['senor', 'president', 'daniel', 'nobo', 'azin', 'ahor', 'brillant', 'ide', 'revis', 'bur', 'credit', 'pued', 'acced', 'credit', 'entiend', 'ver']",36
el IEES le pertenece a los bajadores y es más no dan crédito por el score y sabiendo que la misma casa queda como garantía ..! Por favor deberían revisar este punto usted que se encamina en hacer las cosas bien ..!,facebook,el iees le pertenece a los bajadores y es mas no dan credito por el score y sabiendo que la misma casa queda como garantia por favor deberian revisar este punto usted que se encamina en hacer las cosas bien,"['iees', 'pertenec', 'bajador', 'mas', 'dan', 'credit', 'scor', 'sab', 'mism', 'cas', 'qued', 'garanti', 'favor', 'deberi', 'revis', 'punt', 'usted', 'encamin', 'hac', 'cos', 'bien']",42
Bravo bravisimo,facebook,bravo bravisimo,"['brav', 'bravisim']",2
EXENLENTE PRESIDENTE NOBOA,facebook,exenlente presidente noboa,"['exenlent', 'president', 'nobo']",3
Dios lo bendiga Señor Presidente y al Ecuador,facebook,dios lo bendiga senor presidente y al ecuador,"['dios', 'bendig', 'senor', 'president', 'ecuador']",8
Muy bien Señor Presidente Daniel Noboa,facebook,muy bien senor presidente daniel noboa,"['bien', 'senor', 'president', 'daniel', 'nobo']",6
Gracias Sr. Presidente Daniel Noboa Azin excelente noticia,facebook,gracias sr presidente daniel noboa azin excelente noticia,"['graci', 'president', 'daniel', 'nobo', 'azin', 'excelent', 'notici']",8
Y para cuando la,facebook,y para cuando la,[],4
Seguridad y insumos para la salud,facebook,seguridad y insumos para la salud,"['segur', 'insum', 'salud']",6
Bendiciones siempre mi Presi,facebook,bendiciones siempre mi presi,"['bendicion', 'siempr', 'presi']",4
"Primero combata la delincuencia y después si cualquier cosa, la vida de los ecuatorianos es más valiosa.",facebook,primero combata la delincuencia y despues si cualquier cosa la vida de los ecuatorianos es mas valiosa,"['primer', 'combat', 'delincuent', 'despu', 'cualqui', 'cos', 'vid', 'ecuatorian', 'mas', 'valios']",17
Tu presidente ha sido peor presidente que ha tenido Ecuador sin ofender a nadie Eso es mi opinión,facebook,tu presidente ha sido peor presidente que ha tenido ecuador sin ofender a nadie eso es mi opinion,"['president', 'sid', 'peor', 'president', 'ecuador', 'ofend', 'nadi', 'opinion']",18
Baja el IVA!!!!!!,facebook,baja el iva,"['baj', 'iva']",3
Que bueno ya puedo hacer un préstamo para hacer mi casa,facebook,que bueno ya puedo hacer un prestamo para hacer mi casa,"['buen', 'pued', 'hac', 'prestam', 'hac', 'cas']",11
Excelente presidente,facebook,excelente presidente,"['excelent', 'president']",2
Gracias Papasito,facebook,gracias papasito,"['graci', 'papasit']",2
Señor presidente haga algo por la hacienda la clementina,facebook,senor presidente haga algo por la hacienda la clementina,"['senor', 'president', 'hag', 'haciend', 'clementin']",9
Dios lo bendiga grandemente,facebook,dios lo bendiga grandemente,"['dios', 'bendig', 'grandement']",4
Mi Presidente,facebook,mi presidente,['president'],2
Para que los narcos se lo compren por el Biess por qué la gente no tiene trabajo,facebook,para que los narcos se lo compren por el biess por que la gente no tiene trabajo,"['narc', 'compr', 'biess', 'gent', 'trabaj']",17
Me parece buena propuesta.,facebook,me parece buena propuesta,"['parec', 'buen', 'propuest']",4
Vamos mi presidente Daniel Novoa bendiciones vamos para la reelección,facebook,vamos mi presidente daniel novoa bendiciones vamos para la reeleccion,"['vam', 'president', 'daniel', 'novo', 'bendicion', 'vam', 'reeleccion']",10
"Excelente medida, esto dinamizará la economía!!",facebook,excelente medida esto dinamizara la economia,"['excelent', 'med', 'dinamiz', 'economi']",6
Oh que bien.,facebook,oh que bien,['bien'],3
Viva el Presidente Noboa.,facebook,viva el presidente noboa,"['viv', 'president', 'nobo']",4
Mi presi inteligente y guapo,facebook,mi presi inteligente y guapo,"['presi', 'inteligent', 'guap']",5
"Excelente, ya era hora que bajen las hipotecas",facebook,excelente ya era hora que bajen las hipotecas,"['excelent', 'hor', 'baj', 'hipotec']",8
gracias presidente,facebook,gracias presidente,"['graci', 'president']",2
Las acciones hablan más que mil palabras,facebook,las acciones hablan mas que mil palabras,"['accion', 'habl', 'mas', 'mil', 'palabr']",7
Excelente señor Presidente... ......a los borreguitos les da hipertensión cuando escuchan noticias como esta.,facebook,excelente senor presidente a los borreguitos les da hipertension cuando escuchan noticias como esta,"['excelent', 'senor', 'president', 'borreguit', 'hipertension', 'escuch', 'notici']",14
Jajajajaja la plena que estás perdido en el vicio,facebook,jajajajaja la plena que estas perdido en el vicio,"['jajajajaj', 'plen', 'perd', 'vici']",9
Dios lo bendiga   Presidente DANIEL NOBOA,facebook,dios lo bendiga presidente daniel noboa,"['dios', 'bendig', 'president', 'daniel', 'nobo']",6
Una noticia excelente,facebook,una noticia excelente,"['notici', 'excelent']",3
En los bancos tambien Presidencia de Ecuador seria genial,facebook,en los bancos tambien presidencia de ecuador seria genial,"['banc', 'tambi', 'president', 'ecuador', 'seri', 'genial']",9
Que bien. Gracias Señor Presidente,facebook,que bien gracias senor presidente,"['bien', 'graci', 'senor', 'president']",5
Bien Sr Presidente Novoa,facebook,bien sr presidente novoa,"['bien', 'president', 'novo']",4
Daniel Noboa el mejor presidente de los Ecuatorianos,facebook,daniel noboa el mejor presidente de los ecuatorianos,"['daniel', 'nobo', 'mejor', 'president', 'ecuatorian']",8
Avanzamos a un verdadero cambio con las personas comprometidas,facebook,avanzamos a un verdadero cambio con las personas comprometidas,"['avanz', 'verdader', 'cambi', 'person', 'compromet']",9
VIVA DANIEL NOBOA PRESIDENTE,facebook,viva daniel noboa presidente,"['viv', 'daniel', 'nobo', 'president']",4
EXELENTE SR. PRESIDENTE,facebook,exelente sr presidente,"['exelent', 'president']",3
Fortaleza mi presidente,facebook,fortaleza mi presidente,"['fortalez', 'president']",3
Apoyo total al presidente Daniel Noboa.,facebook,apoyo total al presidente daniel noboa,"['apoy', 'total', 'president', 'daniel', 'nobo']",6
"Para darles casas a Miti Miti tienen que investigar a quienes les dan,porque después las casas caen en manos de cicarios",facebook,para darles casas a miti miti tienen que investigar a quienes les danporque despues las casas caen en manos de cicarios,"['darl', 'cas', 'miti', 'miti', 'investig', 'danporqu', 'despu', 'cas', 'caen', 'man', 'cicari']",21
Bello mi presidente,facebook,bello mi presidente,"['bell', 'president']",3
"Muy bien Daniel. Salud , casa propia y seguridad.",facebook,muy bien daniel salud casa propia y seguridad,"['bien', 'daniel', 'salud', 'cas', 'propi', 'segur']",9
Bendiciones mi presi,facebook,bendiciones mi presi,"['bendicion', 'presi']",3
Gracias sr presidente Dios os cuide,facebook,gracias sr presidente dios os cuide,"['graci', 'president', 'dios', 'cuid']",6
Vamos Adelante Ecuador adelante Daniel Noboa Presidente,facebook,vamos adelante ecuador adelante daniel noboa presidente,"['vam', 'adel', 'ecuador', 'adel', 'daniel', 'nobo', 'president']",7
Gracias Daniel Noboa Azin,facebook,gracias daniel noboa azin,"['graci', 'daniel', 'nobo', 'azin']",4
Que nos bajen también los intereses a los que estamos pagando hipotecarios por 25 años y nos sale a pagar el triple,facebook,que nos bajen tambien los intereses a los que estamos pagando hipotecarios por anos y nos sale a pagar el triple,"['baj', 'tambi', 'interes', 'pag', 'hipotecari', 'anos', 'sal', 'pag', 'tripl']",22
Eso es mentira quiere seguir engañando a los ingenuos es puro cuento,facebook,eso es mentira quiere seguir enganando a los ingenuos es puro cuento,"['mentir', 'quier', 'segu', 'engan', 'ingenu', 'pur', 'cuent']",12
"Presi, haga mas publicidad de sus obras!! Hagalo  visible para callar a muchos odiadores",facebook,presi haga mas publicidad de sus obras hagalo visible para callar a muchos odiadores,"['presi', 'hag', 'mas', 'public', 'obras', 'hagal', 'visibl', 'call', 'odiador']",14
En qué planeta vives??,facebook,en que planeta vives,"['planet', 'viv']",4
Ahora trabaje en el sistema de salud y seguridad interna de país,facebook,ahora trabaje en el sistema de salud y seguridad interna de pais,"['ahor', 'trabaj', 'sistem', 'salud', 'segur', 'intern', 'pais']",12
Excelente   hay q hacer respetar al ecuador,facebook,excelente hay q hacer respetar al ecuador,"['excelent', 'hac', 'respet', 'ecuador']",7
Excelente   Sr. Presidente,facebook,excelente sr presidente,"['excelent', 'president']",3
Muchas bendiciones mi querido presidente dios estará siempre con las persona buena que dios lo bendiga,facebook,muchas bendiciones mi querido presidente dios estara siempre con las persona buena que dios lo bendiga,"['much', 'bendicion', 'quer', 'president', 'dios', 'estar', 'siempr', 'person', 'buen', 'dios', 'bendig']",16
"Su gestion es excelente pero porq en ciertas cosas las tasas son bajas y en otras altas como es el caso de aguapen nos estan robando sr. presidente en Santa Elena hay un abuso y robo a los ciudadanos, no es posible pagar de tasas en un local cerrado por mas de un año 55 dolares mensuales.",facebook,su gestion es excelente pero porq en ciertas cosas las tasas son bajas y en otras altas como es el caso de aguapen nos estan robando sr presidente en santa elena hay un abuso y robo a los ciudadanos no es posible pagar de tasas en un local cerrado por mas de un ano dolares mensuales,"['gestion', 'excelent', 'porq', 'ciert', 'cos', 'tas', 'baj', 'altas', 'cas', 'aguap', 'estan', 'rob', 'president', 'sant', 'elen', 'abus', 'rob', 'ciudadan', 'posibl', 'pag', 'tas', 'local', 'cerr', 'mas', 'ano', 'dolar', 'mensual']",57
Positivo Presidente,facebook,positivo presidente,"['posit', 'president']",2
Sera que le creemos??? O es una mentira o trampa más de este malhechor??,facebook,sera que le creemos o es una mentira o trampa mas de este malhechor,"['ser', 'cre', 'mentir', 'tramp', 'mas', 'malhechor']",14
"Excelente, bien Presi., así también para los pequeños productores agropecuarios, al mismo interés",facebook,excelente bien presi asi tambien para los pequenos productores agropecuarios al mismo interes,"['excelent', 'bien', 'presi', 'asi', 'tambi', 'pequen', 'productor', 'agropecuari', 'mism', 'inter']",13
Gracias Presidente,facebook,gracias presidente,"['graci', 'president']",2
Exelente señor precidente,facebook,exelente senor precidente,"['exelent', 'senor', 'precident']",3
"Saludos, Presidente",facebook,saludos presidente,"['salud', 'president']",2
Bien mi Presidente Noboa,facebook,bien mi presidente noboa,"['bien', 'president', 'nobo']",4
Gracias. El país y su gente de bien siempre agradecida.,facebook,gracias el pais y su gente de bien siempre agradecida,"['graci', 'pais', 'gent', 'bien', 'siempr', 'agradec']",10
Asi se trabaja siga adelante Dios lo bendiga,facebook,asi se trabaja siga adelante dios lo bendiga,"['asi', 'trabaj', 'sig', 'adel', 'dios', 'bendig']",8
"Angel Pilataxi Respondase Ud. mismo, fue una herencia de gobierno s pasados",facebook,angel pilataxi respondase ud mismo fue una herencia de gobierno s pasados,"['angel', 'pilataxi', 'respond', 'mism', 'herenci', 'gobiern', 'pas']",12
Angel Pilataxi así es bien dicho,facebook,angel pilataxi asi es bien dicho,"['angel', 'pilataxi', 'asi', 'bien', 'dich']",6
"Desde el primer día, el Gobierno del presidente Daniel Noboa  Azin declaró la guerra al narcotráfico y al terrorismo. El Plan de Seguridad avanza con acciones concretas y una inversión histórica:",facebook,desde el primer dia el gobierno del presidente daniel noboa azin declaro la guerra al narcotrafico y al terrorismo el plan de seguridad avanza con acciones concretas y una inversion historica,"['prim', 'dia', 'gobiern', 'president', 'daniel', 'nobo', 'azin', 'declar', 'guerr', 'narcotraf', 'terror', 'plan', 'segur', 'avanz', 'accion', 'concret', 'inversion', 'histor']",31
"USD 180 millones para fortalecer la capacidad operativa en aire, mar y tierra.",facebook,usd millones para fortalecer la capacidad operativa en aire mar y tierra,"['usd', 'millon', 'fortalec', 'capac', 'oper', 'air', 'mar', 'tierr']",13
USD 50 millones en tecnología para inteligencia y control.,facebook,usd millones en tecnologia para inteligencia y control,"['usd', 'millon', 'tecnologi', 'inteligent', 'control']",9
"Golpe directo al financiamiento del crimen organizado, siguiendo la ruta del dinero ilegal.",facebook,golpe directo al financiamiento del crimen organizado siguiendo la ruta del dinero ilegal,"['golp', 'direct', 'financi', 'crim', 'organiz', 'sigu', 'rut', 'diner', 'ilegal']",13
"La seguridad se construye con liderazgo, decisiones firmes y trabajo conjunto entre la Policía Nacional, Fuerzas Armadas, Inteligencia y la UAFE.",facebook,la seguridad se construye con liderazgo decisiones firmes y trabajo conjunto entre la policia nacional fuerzas armadas inteligencia y la uafe,"['segur', 'constru', 'liderazg', 'decision', 'firm', 'trabaj', 'conjunt', 'polici', 'nacional', 'fuerz', 'armad', 'inteligent', 'uaf']",21
Y lo peor es que hay quienes si le creen,facebook,y lo peor es que hay quienes si le creen,"['peor', 'cre']",10
Más gastan en la producción de los vídeos q en las acciones q dicen q han hecho. Todo es puro show,facebook,mas gastan en la produccion de los videos q en las acciones q dicen q han hecho todo es puro show,"['mas', 'gast', 'produccion', 'vide', 'accion', 'dic', 'hech', 'pur', 'show']",21
Aki en manta casi 50 muertes y no ahi resultados,facebook,aki en manta casi muertes y no ahi resultados,"['aki', 'mant', 'casi', 'muert', 'ahi', 'result']",10
Jajajajjajaaja de que pais estara hablando,facebook,jajajajjajaaja de que pais estara hablando,"['jajajajjajaaj', 'pais', 'estar', 'habl']",6
Viva Noboa hoy y siempre,facebook,viva noboa hoy y siempre,"['viv', 'nobo', 'hoy', 'siempr']",5
Ahora le están copiando el estilo a Topic,facebook,ahora le estan copiando el estilo a topic,"['ahor', 'estan', 'copi', 'estil', 'topic']",8
Desde el primer dia nuestro presi consume y envia coquita por el mundo....,facebook,desde el primer dia nuestro presi consume y envia coquita por el mundo,"['prim', 'dia', 'presi', 'consum', 'envi', 'coquit', 'mund']",13
"Invertir en seguridad es cuidar a nuestras familias. Con liderazgo y firmeza, el gobierno del presidente Daniel Noboa defiende la paz del Ecuador.",facebook,invertir en seguridad es cuidar a nuestras familias con liderazgo y firmeza el gobierno del presidente daniel noboa defiende la paz del ecuador,"['invert', 'segur', 'cuid', 'famili', 'liderazg', 'firmez', 'gobiern', 'president', 'daniel', 'nobo', 'defiend', 'paz', 'ecuador']",23
Ya ni sus seguidores le creen,facebook,ya ni sus seguidores le creen,"['seguidor', 'cre']",6
Manta esta en peligro de extincion por tantas bajas,facebook,manta esta en peligro de extincion por tantas bajas,"['mant', 'peligr', 'extincion', 'tant', 'baj']",9
Ya comienza el programa   el km 26 del Guayas es una ruleta!,facebook,ya comienza el programa el km del guayas es una ruleta,"['comienz', 'program', 'guay', 'rulet']",12
"Ya paren, no puedo darle me divierte a todo",facebook,ya paren no puedo darle me divierte a todo,"['par', 'pued', 'darl', 'diviert']",9
"Mmmm ya cuando se vea cambios ahí es otra cosa, cuando sacan a ese Godoy, el ratón cuidando el queso, e igualmente a esa Ines Manzano, que pasaría con los vínculos de sus asambleistas con el mundo del lavado de activos sus parejas sentimentales, no dan respuesta a dineros robados por su gente de los contratos de energía, ya tiene los militares estadounidenses y hay ciudades donde matan porque sí, en la sierra es triste ver cómo antes se veía tranquilo cada día se escuche que roban locales comerciales ya que a muchos nos ha tocado emprender porque no hay trabajos formales y así un monton de situaciones que da mucho que desear de este gobierno",facebook,mmmm ya cuando se vea cambios ahi es otra cosa cuando sacan a ese godoy el raton cuidando el queso e igualmente a esa ines manzano que pasaria con los vinculos de sus asambleistas con el mundo del lavado de activos sus parejas sentimentales no dan respuesta a dineros robados por su gente de los contratos de energia ya tiene los militares estadounidenses y hay ciudades donde matan porque si en la sierra es triste ver como antes se veia tranquilo cada dia se escuche que roban locales comerciales ya que a muchos nos ha tocado emprender porque no hay trabajos formales y asi un monton de situaciones que da mucho que desear de este gobierno,"['mmmm', 'vea', 'cambi', 'ahi', 'cos', 'sac', 'godoy', 'raton', 'cuid', 'ques', 'igual', 'ines', 'manzan', 'pasari', 'vincul', 'asambl', 'mund', 'lav', 'activ', 'parej', 'sentimental', 'dan', 'respuest', 'diner', 'rob', 'gent', 'contrat', 'energi', 'militar', 'estadounidens', 'ciudad', 'mat', 'sierr', 'trist', 'ver', 'vei', 'tranquil', 'cad', 'dia', 'escuch', 'rob', 'local', 'comercial', 'toc', 'emprend', 'trabaj', 'formal', 'asi', 'monton', 'situacion', 'des', 'gobiern']",116
Estará sobrio o drog@d0,facebook,estara sobrio o drog,"['estar', 'sobri', 'drog']",4
Viva el circo,facebook,viva el circo,"['viv', 'circ']",3
"Precisamente en la cadena de la mañana dejaste de hablar en presente y empezaste a hablar a futuro, eso denota ya no solamente incapacidad sino un afán profundo de seguir con este accionar de propaganda y no hacer nada por la seguridad, son parte de ellos y nos venden la idea de q son los Buenos, qué pasó con la compra de radares para la frontera?, qué pasó con los narcogenerales?.",facebook,precisamente en la cadena de la manana dejaste de hablar en presente y empezaste a hablar a futuro eso denota ya no solamente incapacidad sino un afan profundo de seguir con este accionar de propaganda y no hacer nada por la seguridad son parte de ellos y nos venden la idea de q son los buenos que paso con la compra de radares para la frontera que paso con los narcogenerales,"['precis', 'caden', 'manan', 'dej', 'habl', 'present', 'empez', 'habl', 'futur', 'denot', 'sol', 'incapac', 'sin', 'afan', 'profund', 'segu', 'accion', 'propagand', 'hac', 'segur', 'part', 'vend', 'ide', 'buen', 'pas', 'compr', 'radar', 'fronter', 'pas', 'narcogeneral']",71
Pero sigue valiendo la seguridad del país da miedo salir a la calle gobierno incompetente,facebook,pero sigue valiendo la seguridad del pais da miedo salir a la calle gobierno incompetente,"['sig', 'val', 'segur', 'pais', 'mied', 'sal', 'call', 'gobiern', 'incompetent']",15
Los únicos resultados son que el país es el más violento de américa !!!!,facebook,los unicos resultados son que el pais es el mas violento de america,"['unic', 'result', 'pais', 'mas', 'violent', 'amer']",14
Lo he visto en algún lado,facebook,lo he visto en algun lado,"['vist', 'algun', 'lad']",6
⟫ https://f.mtr.cool/sutcftxkgx |   Daniel Noboa se refirió a la disputa comercial entre Ecuador y Colombia,facebook,daniel noboa se refirio a la disputa comercial entre ecuador y colombia,"['daniel', 'nobo', 'refiri', 'disput', 'comercial', 'ecuador', 'colombi']",15
"Bendiciones presidente Daniel Noboa,",facebook,bendiciones presidente daniel noboa,"['bendicion', 'president', 'daniel', 'nobo']",4
Ali Lin troll,facebook,ali lin troll,"['ali', 'lin', 'troll']",3
"Las acciones y resultados son los que los delatan. Si nada cambia y empeora, es solo un “show mediático momentáneo”",facebook,las acciones y resultados son los que los delatan si nada cambia y empeora es solo un show mediatico momentaneo,"['accion', 'result', 'delat', 'cambi', 'empeor', 'sol', 'show', 'mediat', 'momentane']",20
"Si realmente hubiera resultados no hubiera matanza a diario en el ecuador asaltos en las vías para los transportistas todo es un cuento de quien sabe q pais xq en el ecuador ls muertes violentas son a diario las extorsiones, la salud x los suelos y la educación lo mismo dónde estara el plan del q habla dónde estará reflejado los impuestos del IVA",facebook,si realmente hubiera resultados no hubiera matanza a diario en el ecuador asaltos en las vias para los transportistas todo es un cuento de quien sabe q pais xq en el ecuador ls muertes violentas son a diario las extorsiones la salud x los suelos y la educacion lo mismo donde estara el plan del q habla donde estara reflejado los impuestos del iva,"['realment', 'result', 'matanz', 'diari', 'ecuador', 'asalt', 'vias', 'transport', 'cuent', 'sab', 'pais', 'ecuador', 'muert', 'violent', 'diari', 'extorsion', 'salud', 'suel', 'educ', 'mism', 'estar', 'plan', 'habl', 'estar', 'reflej', 'impuest', 'iva']",64
Si los resultados se notan,facebook,si los resultados se notan,"['result', 'not']",5
Sino viaja hace video,facebook,sino viaja hace video,"['sin', 'viaj', 'hac', 'vide']",4
Hollywood le está quedando corto para tremenda producción es que hacen jajja pero resultados? Nada.,facebook,hollywood le esta quedando corto para tremenda produccion es que hacen jajja pero resultados nada,"['hollywood', 'qued', 'cort', 'tremend', 'produccion', 'hac', 'jajj', 'result']",15
Lo que el libreto les da para hablar es una cosa pero la realidad que vive el País es otra se pintan una imagen tan diferente de la realidad que no ven más allá de la punta de la nariz hay ciudades y lugares que manda totalmente la delincuencia y eso lo saben que han hecho para terminar eso nada sigue lo mismo desde que entraron al poder solo pura boca no más que paso con ese famoso plan fénix el señor Erick Prince solo fue imagen de hay no se lo a vuelto a ver más aquí en el país solo en campaña y desapareció,facebook,lo que el libreto les da para hablar es una cosa pero la realidad que vive el pais es otra se pintan una imagen tan diferente de la realidad que no ven mas alla de la punta de la nariz hay ciudades y lugares que manda totalmente la delincuencia y eso lo saben que han hecho para terminar eso nada sigue lo mismo desde que entraron al poder solo pura boca no mas que paso con ese famoso plan fenix el senor erick prince solo fue imagen de hay no se lo a vuelto a ver mas aqui en el pais solo en campana y desaparecio,"['libret', 'habl', 'cos', 'realid', 'viv', 'pais', 'pint', 'imag', 'tan', 'diferent', 'realid', 'ven', 'mas', 'alla', 'punt', 'nariz', 'ciudad', 'lugar', 'mand', 'total', 'delincuent', 'sab', 'hech', 'termin', 'sig', 'mism', 'entraron', 'pod', 'sol', 'pur', 'boc', 'mas', 'pas', 'famos', 'plan', 'fenix', 'senor', 'erick', 'princ', 'sol', 'imag', 'vuelt', 'ver', 'mas', 'aqui', 'pais', 'sol', 'campan', 'desapareci']",106
Que buen chiste,facebook,que buen chiste,"['buen', 'chist']",3
Que película es?,facebook,que pelicula es,['pelicul'],3
Si.  Mi.  Señor.   Presidente.  Daniel.  Noboa  .  Todos.  Los.  Ecuatorianos.nas.  Le.  Apoyamos.   Cárcel.  Para.  Estas.  2.  correistasRC5.  Comunistas.   Cecili… Ver más,facebook,si mi senor presidente daniel noboa todos los ecuatorianosnas le apoyamos carcel para estas correistasrc comunistas cecili ver mas,"['senor', 'president', 'daniel', 'nobo', 'ecuatorianosn', 'apoy', 'carcel', 'correistasrc', 'comun', 'cecili', 'ver', 'mas']",21
Habria que ver si es cierto! jeje,facebook,habria que ver si es cierto jeje,"['habri', 'ver', 'ciert', 'jej']",7
"@destacar Daniel Noboa Azin señor presidente muchas veces no es el interés q se cobre bajo . Más es el pretexto o la traba q te ponen, para q uno sea un sujeto del crédito; y lo peor de todo es q allí nacen los famosos tramitadores, q te dicen yo te lo saco rápido y te lo hago aprobar y me das un porcentaje d lo q te sale .. triste realidad",facebook,daniel noboa azin senor presidente muchas veces no es el interes q se cobre bajo mas es el pretexto o la traba q te ponen para q uno sea un sujeto del credito y lo peor de todo es q alli nacen los famosos tramitadores q te dicen yo te lo saco rapido y te lo hago aprobar y me das un porcentaje d lo q te sale triste realidad,"['daniel', 'nobo', 'azin', 'senor', 'president', 'much', 'vec', 'inter', 'cobr', 'baj', 'mas', 'pretext', 'trab', 'pon', 'sujet', 'credit', 'peor', 'alli', 'nac', 'famos', 'tramit', 'dic', 'sac', 'rap', 'hag', 'aprob', 'das', 'porcentaj', 'sal', 'trist', 'realid']",73
"Pésimos videos así como la gestión, la peor de toda la historia del país!!!",facebook,pesimos videos asi como la gestion la peor de toda la historia del pais,"['pes', 'vide', 'asi', 'gestion', 'peor', 'tod', 'histori', 'pais']",14
De que sirve si cuando se quiere hacer le salen con un pilo de requisitos y al final no dan nada,facebook,de que sirve si cuando se quiere hacer le salen con un pilo de requisitos y al final no dan nada,"['sirv', 'quier', 'hac', 'sal', 'pil', 'requisit', 'final', 'dan']",21
Señor presidente primero la salud la educación y acabé con la corrupción para que vuelva la paz al país que Dios le siga dando mucha sabiduría para que saque al país adelante,facebook,senor presidente primero la salud la educacion y acabe con la corrupcion para que vuelva la paz al pais que dios le siga dando mucha sabiduria para que saque al pais adelante,"['senor', 'president', 'primer', 'salud', 'educ', 'acab', 'corrupcion', 'vuelv', 'paz', 'pais', 'dios', 'sig', 'dand', 'much', 'sabiduri', 'saqu', 'pais', 'adel']",32
"Ordenado? Desde un avión   habla serio que piensas que es como jugar Play y ya se hacen las cosas, improvisado",facebook,ordenado desde un avion habla serio que piensas que es como jugar play y ya se hacen las cosas improvisado,"['orden', 'avion', 'habl', 'seri', 'piens', 'jug', 'play', 'hac', 'cos', 'improvis']",20
Y seguridad ?? Daniel Noboa Azin,facebook,y seguridad daniel noboa azin,"['segur', 'daniel', 'nobo', 'azin']",6
"Miti, miti que solo puede acceder personas con un sueldo de 1000$ y las cuotas de 500$, que absurdo, ninguna persona con un sueldo básico puede acceder a esa vivienda y ojo, antes que empiecen con el drama, NO soy correista, pero eso no quiere decir que voy a cagarme, mi familia ha averiguado y esa es la información que brindan.",facebook,miti miti que solo puede acceder personas con un sueldo de y las cuotas de que absurdo ninguna persona con un sueldo basico puede acceder a esa vivienda y ojo antes que empiecen con el drama no soy correista pero eso no quiere decir que voy a cagarme mi familia ha averiguado y esa es la informacion que brindan,"['miti', 'miti', 'sol', 'pued', 'acced', 'person', 'sueld', 'cuot', 'absurd', 'ningun', 'person', 'sueld', 'basic', 'pued', 'acced', 'viviend', 'ojo', 'empiec', 'dram', 'correist', 'quier', 'dec', 'voy', 'cag', 'famili', 'averigu', 'inform', 'brind']",61
Acuérdate del sector de la salud.,facebook,acuerdate del sector de la salud,"['acuerdat', 'sector', 'salud']",6
El sistema sanitario está en crisis,facebook,el sistema sanitario esta en crisis,"['sistem', 'sanitari', 'crisis']",6
"Paga lo que debes a los GADs, que algunos servidores llevan 5 meses sin cobrar sus sueldos.",facebook,paga lo que debes a los gads que algunos servidores llevan meses sin cobrar sus sueldos,"['pag', 'deb', 'gads', 'servidor', 'llev', 'mes', 'cobr', 'sueld']",17
Más bajo q su popularidad,facebook,mas bajo q su popularidad,"['mas', 'baj', 'popular']",5
Póngase a trabajar reforme la. Losncp que está super mal. Pare la delincuencia,facebook,pongase a trabajar reforme la losncp que esta super mal pare la delincuencia,"['pong', 'trabaj', 'reform', 'losncp', 'sup', 'mal', 'par', 'delincuent']",13
Cómo siempre las mentiras en aumento siguen,facebook,como siempre las mentiras en aumento siguen,"['siempr', 'mentir', 'aument', 'sig']",7
